MaskName:panda_nav_mask.txt
MaskW:59
MaskH:54
MaskdW:0.8
MaskdH:0.8
0,0,-24,-22.3,5,-23.2,-22.3,5,-24,-21.5,5,-23.2,-21.5,5,1
1,0,-23.2,-22.3,5,-22.4,-22.3,5,-23.2,-21.5,5,-22.4,-21.5,5,1
2,0,-22.4,-22.3,5,-21.6,-22.3,5,-22.4,-21.5,5,-21.6,-21.5,5,1
3,0,-21.6,-22.3,5,-20.8,-22.3,5,-21.6,-21.5,5,-20.8,-21.5,5,1
4,0,-20.8,-22.3,5,-20,-22.3,5,-20.8,-21.5,5,-20,-21.5,5,1
5,0,-20,-22.3,5,-19.2,-22.3,5,-20,-21.5,5,-19.2,-21.5,5,1
6,0,-19.2,-22.3,5,-18.4,-22.3,5,-19.2,-21.5,5,-18.4,-21.5,5,1
7,0,-18.4,-22.3,5,-17.6,-22.3,5,-18.4,-21.5,5,-17.6,-21.5,5,1
8,0,-17.6,-22.3,5,-16.8,-22.3,5,-17.6,-21.5,5,-16.8,-21.5,5,1
9,0,-16.8,-22.3,5,-16,-22.3,5,-16.8,-21.5,5,-16,-21.5,5,1
10,0,-16,-22.3,5,-15.2,-22.3,5,-16,-21.5,5,-15.2,-21.5,5,1
11,0,-15.2,-22.3,5,-14.4,-22.3,5,-15.2,-21.5,5,-14.4,-21.5,5,1
12,0,-14.4,-22.3,5,-13.6,-22.3,5,-14.4,-21.5,5,-13.6,-21.5,5,1
13,0,-13.6,-22.3,5,-12.8,-22.3,5,-13.6,-21.5,5,-12.8,-21.5,5,1
14,0,-12.8,-22.3,5,-12,-22.3,5,-12.8,-21.5,5,-12,-21.5,5,1
15,0,-12,-22.3,5,-11.2,-22.3,5,-12,-21.5,5,-11.2,-21.5,5,1
16,0,-11.2,-22.3,5,-10.4,-22.3,5,-11.2,-21.5,5,-10.4,-21.5,5,1
17,0,-10.4,-22.3,5,-9.6,-22.3,5,-10.4,-21.5,5,-9.6,-21.5,5,1
18,0,-9.6,-22.3,5,-8.8,-22.3,5,-9.6,-21.5,5,-8.8,-21.5,5,1
19,0,-8.8,-22.3,5,-8,-22.3,5,-8.8,-21.5,5,-8,-21.5,5,1
20,0,-8,-22.3,5,-7.2,-22.3,5,-8,-21.5,5,-7.2,-21.5,5,1
